"","Gene","p value"
"621","PTCH2","0.421839281925926"
"622","EIF2B3","0.421839281925926"
"623","HECTD3","1"
"624","UROD","1"
"625","ZSWIM5","NaN"
"626","HPDL","NaN"
"627","MUTYH","NaN"
"628","TOE1","0.5252412886809"
"629","TESK2","0.947916211311687"
"630","CCDC163P","NaN"
"631","MMACHC","0.999999999999998"
"632","PRDX1","NaN"
"633","AKR1A1","NaN"
"634","NASP","0.999999999999999"
"635","CCDC17","0.947916211311687"
"636","GPBP1L1","1"
"637","TMEM69","NaN"
"638","IPP","0.709281690647456"
"639","MAST2","0.999999999999999"
"640","PIK3R3","NaN"
"641","TSPAN1","NaN"
"642","POMGNT1","0.536446088618447"
"643","LURAP1","NaN"
"644","RAD54L","NaN"
"645","LRRC41","0.999999999999999"
"646","UQCRH","0.999999999999999"
"647","NSUN4","0.421839281925926"
"648","FAAH","0.536446088618447"
"649","DMBX1","0.909648954425822"
"650","KNCN","NaN"
"651","MKNK1","0.999999999999999"
"652","MOB3C","NaN"
"653","ATPAF1","NaN"
"654","EFCAB14","0.909648954425822"
"655","TEX38","NaN"
"656","CYP4B1","0.999999999999998"
"657","CYP4Z2P","NaN"
"658","CYP4A11","0.999999999999999"
"659","CYP4X1","0.947916211311687"
"660","CYP4Z1","1"
"661","CYP4A22","1"
"662","PDZK1IP1","0.999999999999999"
"663","TAL1","1"
"664","STIL","0.202024321514139"
"665","CMPK1","NaN"
"666","FOXE3","0.421839281925926"
"667","FOXD2","0.536446088618447"
"668","TRABD2B","NaN"
"669","SLC5A9","0.999999999999999"
"670","SPATA6","0.999999999999999"
"671","AGBL4","0.421839281925926"
"672","BEND5","0.999999999999999"
"673","ELAVL4","0.536446088618447"
"674","RP11-183G22.1","NaN"
"675","DMRTA2","0.947916211311687"
"676","FAF1","0.947916211311687"
"677","CDKN2C","0.536446088618447"
"678","C1orf185","NaN"
"679","CFL1P2","NaN"
"680","RNF11","1"
"681","TTC39A","0.999999999999999"
"682","EPS15","0.536446088618447"
"683","OSBPL9","0.947916211311687"
"684","SNORA26","NaN"
"685","NRD1","0.909648954425822"
"686","RAB3B","NaN"
"687","TXNDC12","NaN"
"688","KTI12","NaN"
"689","BTF3L4","NaN"
"690","ZFYVE9","0.202024321514139"
"691","CC2D1B","1"
"692","ORC1","0.421839281925926"
"693","PRPF38A","0.909648954425822"
"694","ZCCHC11","0.536446088618447"
"695","GPX7","NaN"
"696","FAM159A","NaN"
"697","ZYG11B","1"
"698","ZYG11A","0.999999999999999"
"699","ECHDC2","NaN"
"700","SCP2","0.585556514874567"
"701","PODN","NaN"
"702","SLC1A7","0.909648954425822"
"703","CPT2","0.536446088618447"
"704","C1orf123","0.999999999999999"
"705","MAGOH","1"
"706","LRP8","0.999999999999998"
"707","SLC25A3P1","NaN"
"708","DMRTB1","0.947916211311687"
"709","GLIS1","0.883176951771437"
"710","NDC1","1"
"711","YIPF1","0.999999999999999"
"712","DIO1","1"
"713","HSPB11","NaN"
"714","LRRC42","NaN"
"715","LDLRAD1","0.999999999999999"
"716","TMEM59","0.947916211311687"
"717","TCEANC2","0.947916211311687"
"718","CDCP2","1"
"719","CYB5RL","NaN"
"720","MRPL37","0.947916211311687"
"721","SSBP3","NaN"
"722","ACOT11","1"
"723","FAM151A","0.947916211311687"
"724","MROH7","0.999999999999999"
"725","TTC4","1"
"726","PARS2","NaN"
"727","TTC22","0.202024321514139"
"728","C1orf177","0.909648954425822"
"729","DHCR24","0.999999999999999"
"730","TMEM61","1"
"731","BSND","NaN"
"732","PCSK9","0.421839281925926"
"733","USP24","1"
"734","RP11-466L17.1","NaN"
"735","PPAP2B","NaN"
"736","PRKAA2","0.999999999999999"
"737","C1orf168","0.947916211311687"
