"","Gene","p value"
"678","C1orf185","0.999999999999999"
"679","CFL1P2","NaN"
"680","RNF11","NaN"
"681","TTC39A","0.640631176175324"
"682","EPS15","0.999999999999999"
"683","OSBPL9","0.999999999999999"
"684","SNORA26","0.999999999999999"
"685","NRD1","0.999999999999999"
"686","RAB3B","NaN"
"687","TXNDC12","NaN"
"688","KTI12","NaN"
"689","BTF3L4","0.999999999999999"
"690","ZFYVE9","0.999999999999999"
"691","CC2D1B","0.999999999999999"
"692","ORC1","NaN"
"693","PRPF38A","0.640631176175324"
"694","ZCCHC11","0.677174988256943"
"695","GPX7","0.999999999999999"
"696","FAM159A","NaN"
"697","ZYG11B","NaN"
"698","ZYG11A","0.999999999999999"
"699","ECHDC2","0.999999999999999"
"700","SCP2","0.999999999999999"
"701","PODN","0.999999999999999"
"702","SLC1A7","0.999999999999999"
"703","CPT2","NaN"
"704","C1orf123","NaN"
"705","MAGOH","NaN"
"706","LRP8","0.999999999999999"
"707","SLC25A3P1","0.906135588906235"
"708","DMRTB1","0.999999999999999"
"709","GLIS1","0.695365982553031"
"710","NDC1","NaN"
"711","YIPF1","NaN"
"712","DIO1","NaN"
"713","HSPB11","0.999999999999999"
"714","LRRC42","NaN"
"715","LDLRAD1","0.999999999999999"
"716","TMEM59","0.637649952876166"
"717","TCEANC2","NaN"
"718","CDCP2","0.999999999999999"
"719","CYB5RL","NaN"
"720","MRPL37","0.999999999999999"
"721","SSBP3","NaN"
"722","ACOT11","NaN"
"723","FAM151A","0.999999999999999"
"724","MROH7","0.999999999999999"
"725","TTC4","0.999999999999999"
"726","PARS2","NaN"
"727","TTC22","NaN"
"728","C1orf177","0.999999999999999"
"729","DHCR24","0.637649952876166"
"730","TMEM61","0.999999999999999"
"731","BSND","NaN"
"732","PCSK9","0.999999999999999"
"733","USP24","0.467087216925435"
"734","RP11-466L17.1","0.637649952876166"
"735","PPAP2B","0.640631176175324"
"736","PRKAA2","0.999999999999999"
"737","C1orf168","0.906135588906235"
"738","C8A","0.999999999999999"
"739","C8B","0.906135588906235"
